route_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url,agency_id,route_code,line_id,alt_id,long_name,description,pdf_file_url,pdf_file_link,iconography_url,route_code_padded,terminal_1,arterials,terminal_2,description_0,description_1,display_order,travel_direction_0,travel_direction_1,is_active
211-13172,211/215,Metro Local Line,INGLEWOOD-SOUTH BAY GALLERIA VIA PRAIRIE-INGLEWOOD,bus,E16710,,,LACMTA,211,211,211/215,,Inglewood-South Bay Galleria via Prairie Av-Inglewood Av,https://cdn.beta.metro.net/wp-content/uploads/2023/02/21093622/211-215_TT_02-19-23.pdf,https://www.metro.net/line-override/22-10-line-211-215/attachment/211-215_tt_02-19-23/,,211,Redondo Beach,Prairie Av,Inglewood,Redondo Beach to Inglewood,Inglewood to Redondo Beach,66,Northbound,Southbound,true
211-13172,211/215,Metro Local Line,INGLEWOOD-SOUTH BAY GALLERIA VIA PRAIRIE-INGLEWOOD,bus,E16710,,,LACMTA,215,215,211/215,,Inglewood-South Bay Galleria via Prairie Av-Inglewood Av,https://cdn.beta.metro.net/wp-content/uploads/2023/02/21093622/211-215_TT_02-19-23.pdf,https://www.metro.net/line-override/22-10-line-211-215/attachment/211-215_tt_02-19-23/,,215,Redondo Beach,Inglewood Av,Inglewood,Redondo Beach to Inglewood,Inglewood to Redondo Beach,68,,,true
212-13172,212,Metro Local Line,HLLYWD/HGHLND STA - HWTHRNE/LENNOX STA VIA LA BREA,bus,E16710,,,LACMTA,212,212,,,Hollywood/Vine Station - Hawthorne/Lennox Station via La Brea Av ,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08190610/212_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-212/attachment/212_tt_12-11-22/,,212,Hawthorne/Lennox Station,La Brea Av,Hollywood/Highland Station,Hawthorne/Lennox Station to Hollywood/Highland Station,Hollywood/Highland Station to Hawthorne/Lennox Station,67,Northbound,Southbound,true
2-13172,2,Metro Local Line,WESTWOOD - EXPOSITION PARK VIA SUNSET-ALVARADO,bus,E16710,,,LACMTA,2,2,,,USC - Westwood via Sunset Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17200812/002_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-002/attachment/002_tt_10-23-22/,,2,Westwood,Sunset Bl,USC,Westwood to USC,USC to Westwood,0,Eastbound,Westbound,true
217-13172,217,Metro Local Line,E HOLLYWOOD - LA CIENEGA STA VIA HOLLYWOOD-FAIRFAX,bus,E16710,,,LACMTA,217,217,,,Hollywood/Vine Station - La Cienega Station via Hollywood Bl-Fairfax Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08190736/217_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-217/attachment/217_tt_12-11-22/,,217,La Cienega Station,"Hollywood Bl, Fairfax Av",Vermont/Sunset Station,La Cienega Station to Vermont/Sunset Station,Vermont/Sunset Station to La Cienega Station,69,Northbound,Southbound,true
218-13172,218,Metro Local Line,STUDIO CTY-CEDARS SINAI MED VIA LAUREL CYN-FAIRFAX,bus,E16710,,,LACMTA,218,218,,,Studio City - Cedars Sinai Medical Center via Laurel Canyon Bl-Fairfax Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/09/07162056/218_TT_09-12-21.pdf,https://www.metro.net/line-override/line-218/attachment/218_tt_09-12-21/,,218,Cedars Sinai Medical Center,"Laurel Canyon Bl, Fairfax Bl",Studio City,Cedars Sinai Medical Center to Studio City,Studio City to Cedars Sinai Medical Center,70,Northbound,Southbound,true
222-13172,222,Metro Local Line,BURBANK RITC- HOLLYWOOD VIA RIVERSIDE/HOLLYWOOD WY,bus,E16710,,,LACMTA,222,222,,,Lankershim/Tuxford - Burbank Airport - Hollywood via Hollywood Way & Cahuenga Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08190830/222_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-222/attachment/222_tt_12-11-22/,,222,Hollywood,"Hollywood Wy, Riverside Dr",Sun Valley,Hollywood to Sun Valley,Sun Valley to Hollywood,71,Northbound,Southbound,true
224-13172,224,Metro Local Line,SYLMAR-UNIVERSAL CTY VIA SAN FERNANDO - LANKERSHIM,bus,E16710,,,LACMTA,224,224,,,Sylmar Station - Universal City Station via San Fernando Rd & Lankershim Bl (+ Hollywood Owl service),https://cdn.beta.metro.net/wp-content/uploads/2022/12/08190940/224_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-224/attachment/224_tt_12-11-22/,,224,Universal City Station,"San Fernando Rd, Lankershim Bl",Sylmar Station,Universal City Station to Sylmar Station,Sylmar Station to Universal City Station,72,Northbound,Southbound,true
230-13172,230,Metro Local Line,SYLMAR- SAN FERNANDO- STUDIO CITY- VIA LAUREL CYN,bus,E16710,,,LACMTA,230,230,,,Sylmar Station - Studio City via Laurel Canyon Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191046/230_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-230/attachment/230_tt_12-11-22/,,230,Studio City,Laurel Canyon Bl,Sylmar Metrolink Station,Studio City to Sylmar Metrolink Station,Sylmar Metrolink Station to Studio City,73,Northbound,Southbound,true
232-13172,232,Metro Local Line,LAX CITY BUS CTR-LONG BEACH-VIA SEPULVEDA BL - PCH,bus,E16710,,,LACMTA,232,232,,,LAX City Bus Center - Long Beach - via Sepulveda Bl-Pacific Coast Hwy,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191205/232_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-232/attachment/232_tt_12-11-22/,,232,Long Beach,"Sepulveda Bl, Pacific Coast Hwy",LAX City Bus Center,Long Beach to LAX City Bus Center,LAX City Bus Center to Long Beach,74,Northbound,Southbound,true
233-13172,233,Metro Local Line,LAKE VIEW TERR - SHERMAN OAKS VIA VAN NUYS BL,bus,E16710,,,LACMTA,233,233,,,Lake View Terrace - Sherman Oaks via Van Nuys Bl (+ Westside Owl service),https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191255/233_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-233/attachment/233_tt_12-11-22/,,233,Sherman Oaks,Van Nuys Bl,Lakeview Terrace,Sherman Oaks to Lakeview Terrace,Lakeview Terrace to Sherman Oaks,75,Northbound,Southbound,true
234-13172,234,Metro Local Line,SYLMAR - SHERMAN OAKS  VIA SEPULVEDA BL,bus,E16710,,,LACMTA,234,234,,,Mission College - Sylmar Station - Sherman Oaks via Sepulveda Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191403/234_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-234/attachment/234_tt_12-11-22/,,234,Sherman Oaks,Sepulveda Bl,Sylmar,Sherman Oaks to Sylmar,Sylmar to Sherman Oaks,76,Northbound,Southbound,true
236-13172,236,,,bus,E16710,,,LACMTA,235,235,,,,,,,235,Encino,"Balboa Bl, Foothill Bl, Glenoaks Bl",Sylmar Metrolink Station,Encino to Sylmar Metrolink Station,Sylmar Metrolink Station to Encino,77,Northbound,Southbound,true
236-13172,236,Metro Local Line,SYLMAR STA-ENCINO VIA BALBOA BL RINALDI ST,bus,E16710,,,LACMTA,236,236,,,"Sylmar to Encino via Balboa Bl, Rinaldi St, Foothill Bl, Glenoaks Bl",https://cdn.beta.metro.net/wp-content/uploads/2022/06/23214913/235-236_TT_06-26-22.pdf,https://www.metro.net/line-override/22-06-line-235-236/attachment/235-236_tt_06-26-22/,,236,Encino,"Balboa Bl, Rinaldi St",Sylmar Metrolink Station,Encino to Sylmar Metrolink Station,Sylmar Metrolink Station to Encino,78,Northbound,Southbound,true
237-13172,237,Metro Local Line,ENCINO-N. HOLYWD VIA WOODLEY-WHITE OAK BURBANK BL,bus,E16710,,,LACMTA,237,237,,,Encino-Granada Hill-Mission Hills-North Hollywood via White Oak Av-Woodley Av-Chandler,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19110809/237_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-237/attachment/237_tt_10-23-22/,,237,Encino,"White Oak Av, Rinaldi St, Woodley Av",North Hollywood,Encino to North Hollywood,North Hollywood to Encino,79,Eastbound,Westbound,true
240-13172,240,Metro Local Line,NORTHRIDGE-UNIVERSAL CITY VIA VENTURA-RESEDA BLS,bus,E16710,,,LACMTA,240,240,,,Northridge - Universal City Station via Reseda Bl-Ventura Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191453/240_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-240/attachment/240_tt_12-11-22/,,240,Northridge,"Reseda Bl, Ventura Bl",Universal/Studio City Station,Northridge to Universal/Studio City Station,Universal/Studio City Station to Northridge,80,Eastbound,Westbound,true
242-13172,242/243,Metro Local Line,NORTHRIDGE - TARZANA VIA TAMPA - WINNETKA AVS,bus,E16710,,,LACMTA,242,242,242/243,,Devonshire St - Woodland Hills via Tampa Av-Winnetka Av,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19111037/242-243_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-242-243/attachment/242-243_tt_10-23-22/,,242,Tarzana,Tampa Av,Northridge,Tarzana to Northridge,Northridge to Tarzana,81,Northbound,Southbound,true
242-13172,242/243,Metro Local Line,NORTHRIDGE - TARZANA VIA TAMPA - WINNETKA AVS,bus,E16710,,,LACMTA,243,243,242/243,,,,,,243,Woodland Hills,Winnetka Av,Chatsworth,Woodland Hills to Chatsworth,Chatsworth to Woodland Hills,82,Northbound,Southbound,true
244-13172,244,Metro Local Line,CHATSWORTH STA-WOODLAND HILLS VIA DE SOTO AV,bus,E16710,,,LACMTA,244,244,,,Chatsworth Station - Ventura Bl via De Soto Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191600/244_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-244/attachment/244_tt_12-11-22/,,244,Woodland Hills,De Soto Av,Chatsworth Station,Woodland Hills to Chatsworth Station,Chatsworth Station to Woodland Hills,83,Northbound,Southbound,true
246-13172,246,Metro Local Line,HARBOR GATEWAY TRANS CTR - SAN PEDRO VIA AVALON BL,bus,E16710,,,LACMTA,246,246,,,San Pedro - Harbor Gateway Transit Center via Avalon Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191712/246_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-246/attachment/246_tt_12-11-22/,,246,San Pedro,Avalon Bl,Harbor Gateway Transit Center ,San Pedro to Harbor Gateway Transit Center ,Harbor Gateway Transit Center  to San Pedro,84,Northbound,Southbound,true
251-13172,251,Metro Local Line,EAGLE ROCK-LONG BCH GL STA VIA EAGLE ROCK-SOTO ST,bus,E16710,,,LACMTA,251,251,,,Eagle Rock - Cypress Park - Long Beach Blvd C Line (Green) Station via Eagle Rock Bl-Soto St,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19111144/251_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-251/attachment/251_tt_10-23-22/,,251,Long Beach Bl C Line Station,Soto St,Eagle Rock,Long Beach Bl C Line Station to Eagle Rock,Eagle Rock to Long Beach Bl C Line Station,85,Northbound,Southbound,true
256-13172,256,Metro Local Line,CAL STATE LA - SIERRA MADRE VILLA STA,bus,E16710,,,LACMTA,256,256,,,CSU LA - Sierra Madre Villa Station via Eastern Ave-Ave 64-Washington Bl,https://cdn.beta.metro.net/wp-content/uploads/2021/12/17153041/256_TT_12-19-21.pdf,https://www.metro.net/line-override/21-12-line-256/attachment/256_tt_12-19-21/,,256,CalState LA Transit Center,"Eastern Av, Washington Bl",Sierra Madre Villa Station,CalState LA Transit Center to Sierra Madre Villa Station,Sierra Madre Villa Station to CalState LA Transit Center,86,Northbound,Southbound,true
258-13172,258,Metro Local Line,HIGHLAND PARK - PARAMOUNT VIA FREMONT - EASTERN,bus,E16710,,,LACMTA,258,258,,,Highland Park/South Pasadena - Paramount via Fremont Av-Eastern Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08191826/258_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-258/attachment/258_tt_12-11-22/,,258,Paramount,"Fremont Av, Eastern Av, York Bl",Highland Park,Paramount to Highland Park,Highland Park to Paramount,87,Northbound,Southbound,true
260-13172,260,Metro Local Line,ARTESIA STATION-PASADENA VIA ATLANTIC - FAIR OAKS,bus,E16710,,,LACMTA,260,260,,,Pasadena - Artesia Station via Fair Oaks Av-Atlantic Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08192027/260_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-260/attachment/260_tt_12-11-22/,,260,Willowbrook/Rosa Parks Station,"Fair Oaks Av, Atlantic Bl",Pasadena,Willowbrook/Rosa Parks Station to Pasadena,Pasadena to Willowbrook/Rosa Parks Station,88,Northbound,Southbound,true
261,261,,,bus,,,,LACMTA,261,261,,,,,,,261,Artesia Station,"Fair Oaks Av, Atlantic Bl",Pasadena,Artesia Station to Pasadena,Pasadena to Artesia Station,,Northbound,Southbound,true
265-13172,265,Metro Local Line,PICO RIVERA - LAKEWOOD CTR MALL VIA PARAMOUNT BL,bus,E16710,,,LACMTA,265,265,,,Pico Rivera - Lakewood Center Mall via Paramount Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/19111241/265_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-265/attachment/265_tt_10-23-22/,,265,Lakewood Center Mall,Paramount Bl,Pico Rivera,Lakewood Center Mall to Pico Rivera,Pico Rivera to Lakewood Center Mall,89,Northbound,Southbound,true
266-13172,266,Metro Local Line,S MADRE VILLA STA-LAKEWOOD CTR MALL VIA ROSEMEAD,bus,E16710,,,LACMTA,266,266,,,Sierra Madre Villa Station - Lakewood Center Mall via Rosemead Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/09/07162153/266_TT_06-27-21.pdf,https://www.metro.net/line-override/line-266/attachment/266_tt_06-27-21/,,266,Lakewood Center Mall,Rosemead Bl,Sierra Madre Villa Station,Lakewood Center Mall to Sierra Madre Villa Station,Sierra Madre Villa Station to Lakewood Center Mall,90,Northbound,Southbound,true
267-13172,267,Metro Local Line,EL MONTE STA- PASADENA VIA TEMPLE CITY BL DEL MAR,bus,E16710,,,LACMTA,267,267,,,Pasadena - El Monte Station via Del Mar Bl-Temple City Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08192151/267_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-267/attachment/267_tt_12-11-22/,,267,El Monte Station,"Del Mar Bl, Temple City Bl",Pasadena,El Monte Station to Pasadena,Pasadena to El Monte Station,91,Northbound,Southbound,true
268-13172,268,Metro Local Line,SIERRA MADRE VILLA STA - EL MONTE STA VIA BALDWIN,bus,E16710,,,LACMTA,268,268,,,Sierra Madre Villa Station - El Monte Station via Baldwin Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08192248/268_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-268/attachment/268_tt_12-11-22/,,268,El Monte Station,Baldwin Av,Sierra Madre Villa Station,El Monte Station to Sierra Madre Villa Station,Sierra Madre Villa Station to El Monte Station,92,Northbound,Southbound,true
28-13172,28,Metro Local Line,CENTURY CITY-DTW LA-VIA OLYMPIC,bus,E16710,,,LACMTA,28,28,,,Century City - Downtown LA via Olympic Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17202254/028_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-028/attachment/028_tt_10-23-22/,,28,Century City,Olympic Bl,Downtown LA,Century City to Downtown LA,Downtown LA to Century City,7,Eastbound,Westbound,true
287-13172,287,Metro Local Line,MONTEBELLO- EL MONTE- ARCADIA VIA RUSH SANTA ANITA,bus,E16710,,,LACMTA,287,287,,,El Monte Station - Arcadia Station via Santa Anita Av,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08200543/287_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-287/attachment/287_tt_12-11-22/,,287,The Shops at Montebello,Santa Anita Av,Arcadia Station,The Shops at Montebello to Arcadia Station,Arcadia Station to The Shops at Montebello,93,Northbound,Southbound,true
294-13172,294,Metro Local Line,SYLMAR STA - BURBANK STA - VIA SAN FERNANDO RD,bus,E16710,,,LACMTA,294,294,,,Burbank Station - Sylmar Station via San Fernando Rd,https://cdn.beta.metro.net/wp-content/uploads/2021/12/17153049/294_TT_12-19-21.pdf,https://www.metro.net/line-override/21-12-line-294/attachment/294_tt_12-19-21/,,294,Burbank Station,San Fernando Rd,Sylmar Metrolink Station,Burbank Station to Sylmar Metrolink Station,Sylmar Metrolink Station to Burbank Station,94,Northbound,Southbound,true
30-13172,30,Metro Local Line,PICO RIMPAU - DTWN LA - INDIANA STA VIA PICO & 1ST,bus,E16710,,,LACMTA,30,30,,,Pico Rimpau Transit Center - Downtown LA - Indiana Station via Pico Bl & 1st St,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17202347/030_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-030/attachment/030_tt_10-23-22/,,30,Pico Rimpau Transit Center,"Pico Bl, 1st St",Indiana Station,Pico Rimpau Transit Center to Indiana Station,Indiana Station to Pico Rimpau Transit Center,8,Eastbound,Westbound,true
33-13172,33,Metro Local Line,DOWNTOWN LA - SANTA MONICA VIA VENICE BL,bus,E16710,,,LACMTA,33,33,,,Downtown LA - Santa Monica via Venice Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17202530/033_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-033/attachment/033_tt_10-23-22/,,33,Santa Monica,Venice Bl,Downtown LA,Santa Monica to Downtown LA,Downtown LA to Santa Monica,9,Eastbound,Westbound,true
344-13172,344,Metro Limited Line,HARBOR GATEWAY TC - PALOS VERDES VIA HAWTHORNE BL,bus,E16710,,,LACMTA,344,344,,,Harbor Gateway Transit Center - Palos Verdes via Hawthorne Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08200704/344_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-344/attachment/344_tt_12-11-22/,,344,Palos Verdes,Hawthorne Bl,Harbor Gateway Transit Center ,Palos Verdes to Harbor Gateway Transit Center ,Harbor Gateway Transit Center  to Palos Verdes,95,Northbound,Southbound,true
35-13172,35/38,Metro Local Line,DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,bus,E16710,,,LACMTA,35,35,35/38,,Eastbound to DTLA-Westbound to Washington/Fairfax via Washington Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/10170903/035-038_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-035-038/attachment/035-038_tt_12-11-22/,,35,Downtown LA,Washington Bl,Washington/Fairfax Transit Hub,Downtown LA to Washington/Fairfax Transit Hub,Washington/Fairfax Transit Hub to Downtown LA,10,Westbound,Eastbound,true
35-13172,35/38,Metro Local Line,DOWNTOWN LA- WLA VIA WASHINGTON BL & JEFFERSON BL,bus,E16710,,,LACMTA,38,38,35/38,,Eastbound to DTLA-Westbound to Washington/Fairfax via Washington Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/12/10170903/035-038_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-035-038/attachment/035-038_tt_12-11-22/,,38,Washington/Fairfax,Jefferson Bl,Downtown LA,Washington/Fairfax to Downtown LA,Downtown LA to Washington/Fairfax,12,Eastbound,Westbound,true
40-13172,40,Metro Local Line,DOWNTOWN LA-SBAY GALLERIA VIA KING BL-HAWTHORNE BL,bus,E16710,,,LACMTA,40,40,,,Downtown LA - South Bay Galleria via ML King Bl-Hawthorne Bl,https://cdn.beta.metro.net/wp-content/uploads/2023/02/21093618/040_TT_02-19-23.pdf,https://www.metro.net/line-override/22-12-line-040/attachment/040_tt_02-19-23/,,40,South Bay/Redondo Beach Transit Center,"MLK Bl, Hawthorne Bl",Downtown LA,South Bay/Redondo Beach Transit Center to Downtown LA,Downtown LA to South Bay/Redondo Beach Transit Center,13,Northbound,Southbound,true
4-13172,4,Metro Local Line,DOWNTOWN LA - SANTA MONICA VIA SANTA MONICA BL,bus,E16710,,,LACMTA,4,4,,,Downtown LA - Santa Monica via Santa Monica Bl,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17201140/004_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-004/attachment/004_tt_10-23-22/,,4,Santa Monica,Santa Monica Bl,Downtown LA,Santa Monica to Downtown LA,Downtown LA to Santa Monica,1,Eastbound,Westbound,true
45-13172,45,Metro Local Line,LINCOLN HEIGHTS-DTWN LA-HARBR FWY STA VIA BROADWAY,bus,E16710,,,LACMTA,45,45,,,Lincoln Heights - Downtown LA - Harbor Freeway Station via Broadway,https://cdn.beta.metro.net/wp-content/uploads/2022/10/17202922/045_TT_10-23-22.pdf,https://www.metro.net/line-override/22-10-line-045/attachment/045_tt_10-23-22/,,45,Harbor Freeway Station,Broadway,Lincoln Heights,Harbor Freeway Station to Lincoln Heights,Lincoln Heights to Harbor Freeway Station,14,Northbound,Southbound,true
460-13172,460,Metro Express Line,DOWNTOWN LA - DISNEYLAND VIA HARBOR TWAY-105 FWY,bus,E16710,,,LACMTA,460,460,,,Downtown LA - Disneyland via Harbor Transitway-105 Freeway-Norwalk C Line (Green) Station,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08200841/460_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-460/attachment/460_tt_12-11-22/,,460,Downtown LA,"I-110 Freeway, I-105 Freeway",Disneyland,Downtown LA to Disneyland,Disneyland to Downtown LA,96,Southbound,Northbound,true
487-13172,487/489,Metro Express Line,DOWNTOWN LA - SIERRA MADRE VILLA STA,bus,E16710,,,LACMTA,487,487,487/489,,Downtown LA - Sierra Madre Villa Station - Temple City,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08201004/487-489-TT-12-22.pdf,https://www.metro.net/line-override/22-12-line-487-489/attachment/487-489-tt-12-22/,,487,Downtown LA,,Sierra Madre Villa Station,Downtown LA to Sierra Madre Villa Station,Sierra Madre Villa Station to Downtown LA,97,Eastbound,Westbound,true
487-13172,487/489,Metro Express Line,DOWNTOWN LA - SIERRA MADRE VILLA STA,bus,E16710,,,LACMTA,489,489,487/489,,Downtown LA - Sierra Madre Villa Station - Temple City,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08201004/487-489-TT-12-22.pdf,https://www.metro.net/line-override/22-12-line-487-489/attachment/487-489-tt-12-22/,,489,Downtown LA,,Temple City,Downtown LA to Temple City,Temple City to Downtown LA,98,Eastbound,Westbound,true
501-13172,501,Metro Express Line,PASADENA - N. HOLLYWOOD STA VIA 134 FWY,bus,E16710,,,LACMTA,501,501,,,North Hollywood - Pasadena Express,https://cdn.beta.metro.net/wp-content/uploads/2022/12/08201208/501_TT_12-11-22.pdf,https://www.metro.net/line-override/22-12-line-501/attachment/501_tt_12-11-22/,,501,North Hollywood Station,SR-134 Freeway,Pasadena,North Hollywood Station to Pasadena,Pasadena to North Hollywood Station,99,Eastbound,Westbound,true
